497,F002797
498,F001426
500,F002632
501,F004214
502,F005195
503,F004977
504,F000441
505,F000208
508,F002714
510,F006447
511,F006482
512,F004012
514,F003232
515,F001389
517,F004038
519,F004508
520,F000861
521,F002738
522,F006484
524,F006496
525,F003030
526,F005650
528,F006007
529,F002834
531,F000638
532,F003487
537,F004200
541,F004737
545,F004682
547,F004826
548,F004239
549,F004273
550,F003682
551,F003622
552,F005168
553,F000373
554,F002519
555,F005481
556,F001867
559,F001537
560,F003383
562,F002050
563,F003013
565,F005905
568,F000746
569,F002662
571,F001648
572,F002212
574,F004639
576,F005758
579,F000042
580,F000635
581,F001575
582,F006218
583,F000113
584,F004768
585,F004858
586,F001209
587,F005565
589,F006066
591,F003006
592,F004924
599,F004368
601,F002713
604,F004233
605,F003582
607,F000616
610,F006471
611,F003182
612,F003927
613,F005139
615,F006130
616,F005756
617,F001917
620,F006135
622,F005526
623,F002984
625,F003013
626,F003855
627,F000597
628,F000185
629,F000055
630,F001065
631,F006143
632,F005611
633,F002500
634,F001923
635,F000573
638,F004915
640,F000533
641,F006408
642,F006458
643,F003819
645,F000954
646,F003213
647,F005429
649,F004825
650,F005103
652,F002714
654,F003020
657,F001793
658,F005140
659,F003192
661,F003368
662,F002559
663,F006237
664,F001972
665,F005415
666,F003551
667,F001632
670,F001578
672,F004990
675,F001361
677,F000980
679,F000743
681,F001749
682,F003291
683,F000426
685,F002713
688,F003026
689,F002760
691,F001477
692,F002386
693,F002982
694,F003973
697,F005617
698,F005891
699,F003949
700,F005620
701,F005411
702,F006228
709,F006373
710,F001283
712,F000076
713,F002407
716,F003286
717,F002893
719,F003501
720,F003354
724,F001903
728,F001257
729,F001126
730,F002312
731,F001064
732,F003173
734,F006212
738,F000091
739,F001500
740,F004047
741,F005369
742,F000054
744,F000367
745,F000549
750,F005319
751,F001914
752,F005590
753,F004605
755,F003348
756,F002217
757,F001959
759,F005793
762,F004246
763,F004716
764,F006125
765,F003151
766,F000957
767,F003536
768,F005730
769,F000122
770,F000676
772,F006039
773,F000807
775,F005799
777,F002911
778,F002008
779,F003392
780,F003992
781,F000314
783,F005793
785,F003813
786,F001744
788,F004290
789,F002768
791,F004693
792,F004012
793,F005022
794,F005997
795,F006017
796,F001899
798,F002249
800,F005263
801,F004369
802,F000311
803,F002254
806,F006485
808,F000310
810,F000648
811,F006472
812,F005730
816,F003760
818,F000795
819,F003953
821,F004534
822,F004994
823,F005997
825,F004206
832,F003234
834,F001805
835,F004925
837,F003189
842,F001837
843,F005760
844,F003697
846,F005526
847,F004015
848,F003629
849,F005477
850,F001170
852,F006507
854,F001587
856,F003809
857,F000842
858,F002858
859,F006259
860,F002321
861,F004771
863,F002398
864,F000083
866,F001140
868,F005400
869,F000441
871,F000719
872,F003785
873,F005235
874,F000320
877,F004462
881,F002636
883,F005096
885,F003861
886,F003580
888,F000764
889,F001831
890,F003889
892,F005159
893,F005782
894,F001983
896,F004149
897,F003121
900,F006404
903,F003024
904,F004405
905,F002636
908,F004783
910,F005567
915,F001767
916,F004603
918,F003592
920,F000806
921,F005063
924,F002555
925,F005476
926,F000716
927,F005877
929,F005754
932,F005716
933,F004738
934,F002181
935,F005410
936,F005889
937,F003169
938,F000020
939,F005476
943,F003488
944,F004124
946,F005730
949,F000489
950,F005610
951,F005384
952,F002605
955,F004675
957,F003231
959,F004203
961,F004558
965,F000917
967,F005730
968,F003322
969,F001286
970,F006089
971,F005458
972,F003139
973,F003264
975,F000779
977,F005731
978,F001674
979,F002762
980,F003022
981,F006486
982,F001723
984,F001431
985,F005299
987,F004714
990,F003585
991,F004100
992,F004343
996,F001538
999,F006407
1001,F005382
1003,F003870
1005,F005360
1006,F000199
1007,F002069
1009,F003856
1011,F004802
1012,F002257
1015,F005749
1019,F000007
1022,F002413
1023,F001754
1025,F005437
1026,F004654
1027,F003462
1030,F006028
1032,F000566
1033,F003502
1035,F001743
1038,F002561
1039,F004925
1041,F001098
1043,F003245
1045,F001234
1049,F000141
1051,F001838
1052,F001319
1053,F003639
1054,F000877
1055,F004343
1060,F004065
1061,F004259
1062,F001313
1063,F006362
1065,F001266
1066,F000856
1067,F000387
1068,F000931
1070,F001620
1072,F004119
1075,F001028
1076,F002742
1078,F005813
1079,F003461
1080,F000452
1081,F000993
1082,F000391
1083,F000632
1084,F006260
1086,F004085
1087,F001866
1088,F002965
1090,F005322
1091,F004751
1092,F003909
1093,F004377
1094,F006343
1097,F004503
1098,F002025
1100,F004834
1102,F006033
1104,F004236
1105,F004821
1106,F002146
1107,F001700
1108,F003120
1109,F004231
1110,F001427
1112,F005408
1113,F001101
1114,F001337
1118,F006460
1119,F004009
1122,F005964
1123,F002435
1124,F003139
1128,F002762
1130,F005877
1131,F000073
1133,F006019
1134,F000625
1136,F005466
1137,F001825
1139,F000145
1140,F000577
1142,F001105
1145,F004469
1147,F002505
1150,F000370
1151,F004498
1152,F000944
1153,F004274
1155,F002536
1156,F000314
1157,F006463
1160,F001080
1162,F004394
1164,F006265
1168,F003486
1169,F003199
1171,F003041
1172,F002024
1173,F001746
1174,F004241
1176,F005083
1177,F001096
1178,F004247
1181,F000312
1182,F002212
1183,F003969
1185,F003387
1186,F000618
1189,F001968
1190,F001828
1193,F000521
1196,F002557
1197,F002573
1202,F002282
1204,F004206
1205,F005754
1207,F006386
1208,F001988
1209,F002251
1210,F003365
1211,F005932
1212,F001012
1213,F000183
1214,F004343
1215,F000864
1216,F002212
1219,F004536
1220,F002990
1221,F002719
1223,F001082
1224,F001605
1225,F004208
1227,F003678
1228,F005564
1229,F005251
1230,F003326
1232,F003056
1233,F003375
1234,F002412
1235,F003171
1237,F004523
1238,F002136
1239,F002061
1240,F001723
1242,F005132
1243,F005679
1244,F001220
1245,F000808
1246,F003493
1248,F002796
1250,F003364
1251,F006392
1252,F004649
1253,F000019
1254,F004679
1255,F002347
1256,F004153
1262,F003724
1263,F004234
1264,F005975
1265,F005225
1268,F005834
1269,F003269
1271,F002571
1273,F006015
1275,F003387
1276,F005689
1277,F004947
1278,F005777
1279,F000601
1280,F005089
1281,F000179
1283,F005794
1284,F000220
1285,F001364
1286,F004774
1289,F002629
1290,F002163
1292,F002440
1294,F001777
1296,F006217
1297,F004519
1299,F001040
1300,F003113
1303,F001843
1304,F004628
1306,F002537
1307,F001031
1308,F005113
1314,F004612
1316,F002145
1318,F000221
1321,F002243
1322,F004998
1323,F005956
1327,F002455
1328,F001386
1329,F001964
1331,F002906
1333,F006303
1334,F001494
1336,F003286
1338,F003627
1341,F004759
1343,F006407
1344,F006302
1346,F002301
1350,F000672
1352,F003794
1353,F002857
1356,F002431
1358,F000866
1360,F002102
1363,F005013
1364,F003058
1365,F005906
1367,F005207
1368,F003420
1369,F000516
1371,F005822
1374,F001386
1375,F006009
1377,F004576
1378,F005152
1380,F003353
1381,F001408
1382,F002291
1385,F000531
1387,F002453
1388,F003826
1389,F001786
1390,F003966
1396,F003425
1397,F002762
1399,F000453
1400,F000111
1401,F000927
1402,F002331
1403,F004962
1404,F003870
1407,F003675
1408,F002848
1416,F001091
1417,F005817
1419,F002100
1420,F005396
1421,F001031
1425,F001771
1426,F004895
1427,F001173
1428,F005630
1430,F006421
1434,F001899
1435,F005330
1437,F002709
1439,F001193
1442,F004671
1443,F006387
1446,F000803
1449,F004880
1450,F000180
1451,F004922
1452,F000653
1455,F002874
1456,F001546
1459,F000598
1460,F005497
1463,F005547
1464,F004719
1465,F002257
1467,F004169
1470,F004537
1472,F000613
1473,F001938
1475,F002864
1477,F004750
1479,F004539
1481,F004023
1482,F001321
1483,F005967
1486,F003722
1488,F005147
1489,F004490
1490,F003113
1491,F004195
1492,F003979
1495,F002684
1496,F004725
1497,F002378
1498,F000663
1499,F004030
1502,F000443
1504,F002545
1505,F002982
1508,F006184
1509,F001077
1510,F000018
1512,F004705
1513,F005619
1514,F005732
1515,F003444
1518,F001302
1519,F001857
1520,F004086
1521,F002379
1522,F002113
1523,F002351
1526,F005562
1527,F001761
1530,F005432
1531,F006369
1532,F000258
1533,F001774
1534,F002252
1535,F002782
1537,F000936
1538,F005319
1539,F003331
1542,F002460
1543,F002837
1544,F003317
1545,F004903
1548,F002642
1549,F005691
1550,F003062
1552,F003957
1553,F001032
1554,F002251
1555,F001974
1556,F006504
1558,F002441
1559,F001251
1565,F004097
1568,F002569
1569,F003549
1570,F005877
1571,F000313
1572,F002306
1574,F004850
1575,F006318
1576,F004677
1578,F002648
1579,F001385
1580,F004530
1581,F003042
1585,F000545
1586,F000131
1587,F006231
1588,F001857
1589,F006376
1590,F005173
1591,F006185
1593,F004914
1595,F001758
1597,F002059
1600,F006408
1603,F004203
1605,F006474
1607,F004378
1608,F004588
1614,F000983
1615,F002960
1617,F003369
1618,F002741
1620,F001766
1626,F003786
1628,F002523
1629,F002090
1631,F003600
1634,F003642
1636,F006399
1638,F002982
1639,F001910
1640,F000235
1643,F001525
1644,F004034
1647,F004522
1648,F001426
1650,F001462
1651,F002129
1652,F002175
1654,F003537
1655,F000097
1656,F002863
1658,F004111
1659,F000102
1669,F004596
1670,F000302
1671,F004591
1672,F006213
1673,F000139
1676,F000439
1677,F002115
1678,F000802
1679,F004976
1681,F006328
1682,F005061
1683,F004724
1687,F000841
1688,F002798
1690,F004871
1691,F004458
1692,F002104
1693,F002488
1694,F006306
1695,F004231
1696,F005595
1697,F000846
1698,F004250
1699,F000438
1701,F002770
1702,F001506
1705,F004056
1706,F005335
1707,F006155
1708,F003873
1709,F004546
1710,F004715
1712,F004013
1713,F001294
1714,F004726
1716,F006214
1720,F005726
1721,F003667
1722,F002742
1723,F005113
1724,F001429
1725,F000363
1727,F005059
1728,F004889
1731,F000052
1732,F006456
1734,F003739
1736,F000154
1738,F004916
1739,F005163
1740,F001711
1741,F001644
1742,F000329
1744,F005065
1745,F002762
1746,F001949
1747,F002815
1748,F001146
1749,F002087
1750,F001739
1751,F003373
1752,F001171
1754,F002674
1756,F000988
1757,F002487
1758,F000984
1759,F005148
1761,F002213
1762,F001537
1763,F004283
1764,F000789
1765,F004791
1766,F001794
1768,F005248
1769,F001423
1773,F005661
1774,F005547
1777,F004186
1778,F004796
1779,F004330
1780,F005802
1781,F002132
1782,F001140
1783,F004931
1784,F002354
1786,F003374
1787,F002125
1788,F004733
1789,F000121
1791,F004654
1795,F005753
1796,F004470
1797,F004313
1800,F003804
1801,F001031
1802,F002692
1803,F006069
1804,F002270
1805,F006169
1806,F001061
1807,F000259
1808,F001205
1812,F002302
1813,F001840
1815,F000686
1818,F003766
1820,F003180
1821,F003783
1822,F003825
1823,F001401
1824,F005478
1825,F003488
1826,F003820
1829,F005064
1830,F001176
1831,F005526
1832,F003222
1834,F001492
1835,F006055
1836,F001807
1837,F000318
1838,F006090
1839,F004610
1840,F003015
1842,F006478
1843,F001002
1844,F001515
1846,F002130
1847,F003764
1849,F002903
1850,F000344
1851,F002711
1852,F001517
1854,F001183
1857,F006264
1861,F000764
1862,F003377
1863,F003063
1864,F001607
1865,F003422
1866,F004573
1867,F006483
1870,F003319
1872,F003705
1873,F005238
1874,F005371
1876,F002752
1880,F004955
1881,F005562
1883,F002688
1884,F005813
1886,F005670
1887,F000173
1888,F002905
1889,F002509
1890,F001149
1893,F005999
1894,F001051
1895,F002762
1898,F005014
1900,F001830
1902,F005436
1903,F000614
1905,F003415
1907,F000018
1908,F004393
1910,F005282
1913,F004782
1914,F003409
1918,F004807
1919,F005934
1920,F003555
1923,F000828
1924,F001215
1925,F001424
1926,F001205
1927,F003773
1928,F003609
1930,F006434
1932,F003902
1933,F001837
1934,F001966
1936,F004201
1937,F004168
1938,F004887
1939,F005025
1940,F005183
1941,F001337
1942,F002430
1943,F004762
1944,F001244
1945,F001426
1950,F002934
1951,F005996
1952,F000615
1953,F003812
1954,F003651
1955,F003700
1956,F004320
1957,F001380
1958,F003461
1959,F001209
1960,F000115
1961,F000221
1962,F005647
1963,F006196
1964,F006480
1965,F003557
1966,F000622
1967,F000716
1968,F003873
1971,F005606
1973,F006393
1974,F005890
1975,F002764
1978,F002757
1979,F001835
1980,F001814
1983,F001557
1984,F005671
1986,F002656
1987,F005977
1988,F003056
1989,F002011
1992,F006263
1995,F005798
1996,F001988
1997,F004624
1998,F003877
1999,F002004
2001,F003111
2002,F003175
2003,F005798
2004,F002005
2007,F003374
2011,F004629
2012,F002734
2013,F004604
2016,F004670
2022,F002870
2024,F000989
2025,F002744
2026,F006088
2028,F003743
2031,F001290
2032,F000835
2034,F003480
2035,F004574
2039,F002396
2041,F001818
2043,F001095
2044,F002815
2045,F003343
2047,F006098
2048,F000207
2049,F004657
2054,F002031
2056,F004044
2057,F005516
2060,F002140
2061,F003629
2062,F000153
2064,F003891
2065,F005933
2067,F006314
2069,F000739
2071,F005808
2073,F002762
2074,F002385
2076,F000181
2077,F004420
2079,F001723
2080,F001003
2084,F000228
2085,F005292
2089,F002787
2090,F005142
2092,F001068
2094,F001178
2096,F001629
2097,F003694
2098,F002039
2099,F001861
2100,F004636
2101,F003492
2102,F000727
2104,F002383
2105,F004889
2107,F002060
2108,F002303
2109,F001881
2113,F005793
2115,F003171
2118,F003907
2119,F000475
2120,F001645
2121,F006438
2122,F006383
2123,F004660
2126,F002408
2128,F006187
2129,F000825
2130,F001298
2131,F005628
2132,F001087
2133,F003790
2134,F003563
2135,F006031
2136,F002691
2142,F002490
2143,F006342
2144,F005759
2145,F005735
2146,F002140
2147,F004889
2149,F000364
2151,F000378
2153,F003750
2154,F000718
2155,F004718
2157,F002645
2158,F002471
2160,F001897
2162,F002054
2163,F002517
2164,F003009
2166,F005823
2168,F005703
2169,F002386
2170,F004665
2174,F000298
2175,F005035
2178,F003255
2181,F005816
2182,F000973
2183,F001490
2187,F001905
2188,F000774
2189,F003978
2190,F001301
2192,F003736
2193,F006478
2194,F002110
2195,F006217
2197,F004477
2199,F003952
2200,F004894
2201,F003614
2203,F005466
2204,F003082
2205,F005320
2207,F003548
2209,F005299
2211,F001595
2212,F000080
2213,F006224
2215,F001651
2217,F006302
2218,F000108
2223,F004714
2224,F003000
2225,F000454
2227,F003588
2228,F004261
2230,F001952
2231,F001563
2232,F005643
2233,F002213
2234,F002623
2235,F002250
2238,F005008
2239,F004082
2240,F000375
2241,F001314
2242,F005302
2246,F001386
2248,F002044
2249,F001292
2250,F002906
2251,F000071
2255,F000869
2256,F001876
2260,F001426
2262,F005187
2263,F003452
2264,F006163
2265,F005467
2267,F000016
2273,F003845
2274,F004776
2275,F004816
2277,F003547
2278,F006308
2283,F000090
2284,F000775
2285,F002832
2286,F003429
2287,F001599
2288,F003325
2291,F005255
2292,F005943
2294,F005577
2295,F005336
2297,F001670
2298,F000113
2300,F004605
2301,F002855
2304,F000844
2306,F004173
2308,F003391
2313,F004017
2317,F000803
2320,F003063
2321,F005709
2323,F000305
2324,F004307
2325,F003387
2326,F004861
2329,F000994
2330,F000087
2331,F001645
2333,F004934
2336,F001783
2339,F000980
2340,F002417
2342,F005587
2343,F003872
2344,F004979
2348,F004003
2349,F004168
2352,F005494
2353,F005826
2354,F005538
2355,F002273
2357,F001723
2358,F001923
2359,F006375
2361,F000667
2364,F001561
2366,F005922
2367,F001989
2372,F003955
2373,F002044
2374,F003233
2376,F005961
2377,F000680
2378,F002253
2380,F003205
2381,F003493
2382,F005644
2385,F000075
2386,F005497
2387,F001843
2388,F005614
2389,F001224
2390,F003703
2391,F003876
2392,F006301
2393,F002762
2394,F000428
2395,F002329
2398,F002442
2405,F005261
2407,F001635
2408,F002352
2415,F000769
2416,F002455
2417,F002891
2418,F003758
2422,F005775
2425,F000886
2426,F004072
2427,F000129
2428,F005052
2431,F005030
2432,F005461
2433,F006492
2434,F005806
2435,F002302
2436,F002602
2438,F000186
2439,F003319
2440,F002845
2441,F005443
2442,F002300
2443,F004329
2445,F000222
2447,F005090
2449,F002360
2455,F003258
2456,F004567
2457,F001594
2458,F005322
2460,F004451
2461,F001796
2465,F000124
2466,F005319
2468,F000175
2469,F002015
2470,F004459
2471,F003789
2472,F002547
2478,F000929
2481,F004014
2485,F005323
2487,F001177
2488,F004140
2489,F005202
2491,F000579
2495,F003482
2496,F003198
2497,F001249
2498,F004433
2500,F002043
2501,F004194
2503,F005792
2506,F004012
2509,F004725
2510,F003228
2511,F000735
2513,F003727
2514,F003140
2516,F004594
2517,F004243
2518,F003810
2520,F002246
2523,F000633
2524,F002981
2527,F003555
2529,F000370
2533,F004433
2534,F001756
2535,F003146
2536,F006407
2537,F003016
2539,F005582
2543,F006144
2544,F004122
2545,F002747
2549,F003723
2550,F006123
2552,F001787
2555,F000487
2556,F000586
2557,F004480
2558,F003044
2559,F002294
2561,F000191
2562,F001025
2566,F006439
2570,F002457
2573,F000371
2577,F002253
2578,F006022
2579,F004655
2580,F002370
2581,F003294
2582,F004698
2583,F005148
2585,F001936
2587,F001987
2589,F004793
2590,F002463
2591,F006235
2592,F002677
2595,F000255
2596,F000570
2598,F002500
2599,F006030
2600,F002118
2603,F005379
2604,F006267
2607,F005938
2610,F006276
2611,F003515
2614,F003575
2615,F001496
2616,F006441
2618,F002287
2619,F000392
2620,F001170
2622,F003371
2623,F001436
2625,F001083
2626,F001809
2627,F005936
2628,F005284
2630,F005866
2640,F003248
2642,F000568
2643,F001718
2646,F005408
2648,F005498
2649,F003433
2650,F005916
2651,F000458
2653,F006113
2654,F000383
2655,F003131
2656,F000367
2659,F002909
2660,F003020
2662,F000743
2663,F000316
2664,F002855
2665,F001874
2666,F005351
2668,F005501
2670,F006487
2672,F006409
2673,F001806
2674,F003763
2675,F000709
2677,F001175
2678,F001419
2679,F003100
2680,F000026
2683,F006261
2684,F000981
2685,F001014
2687,F000303
2688,F005747
2689,F002068
2690,F004133
2691,F002132
2692,F003641
2694,F001707
2695,F000317
2696,F001384
2697,F000911
2699,F001208
2700,F003019
2702,F003531
2703,F004717
2707,F002936
2708,F004203
2709,F005004
2710,F005024
2712,F004007
2713,F005730
2714,F004590
2715,F001275
2717,F006491
2718,F000134
2719,F002111
2720,F001427
2721,F001113
2722,F002402
2723,F000803
2724,F003607
2727,F004343
2728,F003353
2730,F006457
2731,F000349
2732,F002339
2733,F006291
2740,F001515
2743,F001925
2747,F004210
2748,F002587
2749,F003879
2750,F006001
2752,F001448
2753,F000367
2758,F001046
2759,F002328
2760,F004752
2761,F004398
2762,F004063
2763,F002910
2765,F003443
2768,F000542
2771,F002315
2772,F006254
2773,F000543
2774,F005217
2775,F004287
2776,F000221
2779,F003647
2780,F003095
2781,F002598
2782,F005118
2783,F004669
2785,F002795
2786,F006127
2787,F006342
2789,F004205
2790,F002652
2791,F000077
2792,F003508
2793,F001169
2794,F000213
2795,F006142
2796,F000047
2797,F004640
2801,F005431
2804,F005949
2808,F001714
2810,F000324
2811,F003465
2812,F000221
2813,F005098
2814,F005297
2816,F002185
2817,F001414
2818,F000883
2821,F004288
2822,F002479
2823,F002833
2824,F001705
2828,F002638
2829,F001041
2831,F004240
2832,F004363
2833,F001319
2834,F005113
2835,F005325
2836,F001390
2838,F000063
2839,F000410
2841,F006422
2844,F006350
2845,F004869
2847,F004893
2848,F005241
2849,F002445
2851,F001681
2852,F001190
2853,F000322
2856,F002356
2857,F005106
2858,F000875
2860,F000233
2861,F003151
2866,F004740
2867,F004887
2868,F000404
2869,F006025
2872,F003795
2873,F003457
2874,F003007
2875,F000753
2878,F001035
2879,F003962
2880,F006164
2881,F001513
2883,F001205
2885,F006397
2886,F003803
2887,F001013
2888,F003211
2892,F002405
2895,F005243
2897,F001156
2899,F006407
2900,F001428
2903,F002800
2904,F002765
2906,F003490
2908,F001804
2910,F002836
2911,F004835
2912,F006003
2914,F001829
2915,F000113
2916,F005534
2917,F005990
2918,F002908
2919,F002217
2920,F001937
2921,F000597
2922,F003159
2924,F001373
2925,F004125
2928,F000262
2929,F004422
2930,F004433
2931,F000928
2934,F004232
2937,F004426
2938,F002791
2939,F003490
2940,F000710
2941,F005295
2944,F003099
2945,F001162
2946,F003297
2947,F005638
2949,F005330
2951,F000314
2953,F002764
2954,F004562
2955,F000324
2956,F002995
2959,F000870
2961,F002143
2962,F000437
2964,F001920
2967,F001005
2968,F000225
2969,F006440
2970,F001759
2971,F005383
2973,F000730
2974,F004147
2978,F001174
2982,F004370
2984,F001009
2987,F002077
2989,F003134
2990,F002217
2991,F002233
2992,F003069
2993,F000260
2994,F003583
2996,F005467
2998,F001348
2999,F005068
3000,F000740
3001,F002603
3002,F001140
3007,F000673
3009,F003118
3013,F000725
3014,F006437
3015,F003489
3016,F001723
3017,F005394
3018,F000221
3019,F003839
3020,F003847
3022,F004720
3023,F001838
3026,F004661
3028,F005654
3029,F003586
3031,F003593
3033,F005439
3035,F002005
3036,F001186
3037,F003652
3038,F006410
3041,F002470
3043,F006140
3046,F004396
3047,F001956
3048,F004991
3049,F002346
3050,F001355
3053,F001414
3054,F000905
3056,F000472
3057,F001836
3058,F005296
3060,F005407
3062,F000527
3063,F001457
3064,F004164
3065,F002193
3066,F003644
3068,F005798
3069,F005319
3071,F003329
3072,F005405
3073,F002955
3074,F001322
3075,F000861
3076,F002363
3078,F001321
3082,F004342
3084,F003289
3087,F005384
3088,F001207
3089,F006354
3090,F002236
3091,F004506
3092,F003665
3094,F000716
3095,F005666
3097,F001844
3098,F004957
3099,F003076
3102,F006358
3103,F004039
3104,F000251
3105,F001293
3106,F001516
3107,F005795
3108,F001085
3111,F002451
3112,F003489
3113,F002022
3114,F002055
3115,F005739
3117,F003631
3118,F002316
3119,F004266
3121,F001135
3123,F004514
3125,F005752
3127,F000257
3129,F006450
3130,F003958
3133,F004626
3135,F000341
3137,F004074
3138,F004079
3139,F002418
3141,F002804
3142,F000740
3143,F005300
3146,F004815
3148,F001230
3149,F000033
3150,F001144
3152,F003579
3153,F002218
3154,F006151
3155,F006053
3157,F004308
3159,F000112
3163,F000587
3164,F003561
3165,F000312
3166,F001512
3167,F001142
3168,F003677
3169,F002811
3171,F004935
3172,F000572
3173,F005319
3174,F003619
3175,F006370
3176,F005530
3177,F000718
3178,F005056
3180,F005206
3182,F006176
3183,F002864
3184,F004659
3186,F005780
3188,F005114
3189,F004870
3191,F001048
3192,F001803
3193,F002302
3194,F002835
3195,F001398
3196,F005533
3197,F002364
3198,F006028
3200,F005825
3201,F000962
3202,F000766
3203,F003954
3205,F003726
3212,F002008
3214,F005408
3222,F005677
3224,F004654
3226,F000826
3227,F004347
3228,F002376
3229,F002594
3231,F003066
3233,F002849
3234,F004271
3235,F002131
3236,F003005
3237,F001618
3238,F005417
3239,F000535
3243,F001975
3244,F002215
3245,F003271
3246,F002158
3250,F000296
3251,F002277
3252,F002454
3253,F002843
3254,F006266
3256,F000197
3257,F000681
3258,F003246
3259,F006173
3261,F002630
3270,F001816
3271,F005542
3272,F002883
3274,F003915
3279,F002440
3280,F001521
3282,F004466
3284,F001263
3285,F006293
3286,F004446
3287,F005122
3288,F000147
3289,F003028
3290,F002796
3291,F003403
3293,F005979
3296,F005142
3297,F002541
3298,F001719
3300,F000702
3304,F002256
3305,F004663
3307,F001619
3310,F005600
3312,F003303
3315,F004467
3316,F000955
3317,F002767
3318,F005530
3319,F003517
3320,F003478
3323,F000403
3324,F004167
3326,F004143
3327,F001440
3329,F003244
3333,F001531
3335,F003149
3337,F004761
3338,F005937
3340,F003895
3342,F004851
3343,F000630
3346,F003257
3347,F002073
3348,F005243
3349,F001059
3350,F005287
3351,F004929
3355,F002805
3357,F001880
3359,F000792
3360,F003836
3361,F006371
3362,F001969
3363,F000311
3364,F000535
3365,F002459
3367,F000251
3368,F001493
3369,F000252
3371,F005125
3376,F004130
3377,F001418
3380,F004996
3382,F003430
3384,F000481
3386,F003309
3390,F003149
3391,F002563
3392,F003460
3394,F002796
3397,F001418
3398,F000937
3401,F001620
3402,F001458
3406,F001246
3408,F004728
3409,F000314
3410,F002132
3411,F001426
3412,F005519
3413,F003126
3415,F001600
3416,F004488
3419,F002262
3420,F000088
3422,F002907
3426,F002004
3428,F006407
